PoNumber,PostedDate,VendorID,VendorName,InvoiceNo,ProductName,ProductCode,ProductCategory,CategoryCode,UnitPrice,Quantity,OrderValue,DiscountValue,SalesValue,SalesReturn,DebitedAmount,Commission,Year,Month,Day,NetSales,DueAmount,PaymentMethods,BankName,PostedNo
PO-202411-1876,2024-11-26,VND003,Shanti Enterprises,INV-20241126-8814,Shampoo,PRD0007,Hygiene Products,CAT004,2622.14,37,97019.18,3741.07,93278.11,4901.0,88377.11,496.66,2024,11,26,87880.45,69533.56,Bank Transfer,Dutch Bangla Bank,ENT-20241126-01876
PO-202411-0470,2024-11-26,VND004,Organic Solutions,INV-20241126-3422,Belt,PRD0002,Accessories,CAT003,1973.6,28,55260.8,12545.71,42715.09,2354.82,40360.27,272.57,2024,11,26,40087.7,24822.68,Bkash,,ENT-20241126-00470
PO-202411-0227,2024-11-26,VND004,Organic Solutions,INV-20241126-4312,Kids T-Shirt,PRD0006,Fashion Apparel,CAT001,4904.77,13,63762.01,6739.23,57022.78,3240.5,53782.28,2617.2,2024,11,26,51165.08,39213.78,Cash,,ENT-20241126-00227
PO-202411-1280,2024-11-26,VND002,Kazi Tea IND Ltd.,INV-20241126-7166,Handbag,PRD0020,Accessories,CAT003,1346.77,99,133330.23,13504.42,119825.81,1477.31,118348.5,14156.57,2024,11,26,104191.93,54271.37,Bkash,,ENT-20241126-01280
PO-202411-1933,2024-11-25,VND001,Creative Corporation,INV-20241125-9571,Umbrella,PRD0060,Accessories,CAT003,450.83,67,30205.61,4333.5,25872.11,1119.37,24752.74,1725.48,2024,11,25,23027.26,6988.52,Cash,,ENT-20241125-01933
PO-202411-1916,2024-11-25,VND001,Creative Corporation,INV-20241125-2978,Face Scrub,PRD0062,Hygiene Products,CAT004,1097.51,48,52680.48,699.19,51981.29,3989.83,47991.46,5417.71,2024,11,25,42573.75,23752.39,Cheque,Janata Bank,ENT-20241125-01916
PO-202411-0346,2024-11-25,VND007,Style Mart Brand,INV-20241125-9483,Sunscreen,PRD0068,Hygiene Products,CAT004,1267.24,96,121655.04,6109.92,115545.12,2433.79,113111.33,9535.34,2024,11,25,103575.99,94742.96,Nagad,,ENT-20241125-00346
PO-202411-1337,2024-11-25,VND006,Sun Corporation Ltd.,INV-20241125-8110,Disinfectant Spray,PRD0037,Cosmetics,CAT002,4035.18,73,294568.14,55905.17,238662.97,13079.78,225583.19,21716.91,2024,11,25,203866.28,80428.99,Bank Transfer,Dutch Bangla Bank,ENT-20241125-01337
PO-202411-0089,2024-11-25,VND003,Shanti Enterprises,INV-20241125-2852,Keychain,PRD0012,Accessories,CAT003,4673.93,69,322501.17,20148.58,302352.59,6559.35,295793.24,20598.4,2024,11,25,275194.84,107704.1,Cheque,Rupali Bank,ENT-20241125-00089
PO-202411-0423,2024-11-24,VND002,Kazi Tea IND Ltd.,INV-20241124-2778,Personal Lubricant,PRD0070,Hygiene Products,CAT004,871.26,88,76670.88,123.0,76547.88,974.46,75573.42,7462.87,2024,11,24,68110.55,49858.5,Nagad,,ENT-20241124-00423
PO-202411-1735,2024-11-24,VND001,Creative Corporation,INV-20241124-1742,Wallet,PRD0051,Accessories,CAT003,1996.75,24,47922.0,12710.18,35211.82,289.54,34922.28,2741.21,2024,11,24,32181.07,24933.88,Nagad,,ENT-20241124-01735
PO-202411-0287,2024-11-23,VND003,Shanti Enterprises,INV-20241123-6885,Face Toner,PRD0033,Hygiene Products,CAT004,676.39,65,43965.35,1354.62,42610.73,1519.25,41091.48,5319.35,2024,11,23,35772.13,5856.05,Nagad,,ENT-20241123-00287
PO-202411-0296,2024-11-23,VND003,Shanti Enterprises,INV-20241123-8233,Kids Dress,PRD0067,Fashion Apparel,CAT001,2310.93,10,23109.3,1445.63,21663.67,1112.71,20550.96,3050.92,2024,11,23,17500.04,9439.52,Bkash,,ENT-20241123-00296
PO-202411-0624,2024-11-23,VND003,Shanti Enterprises,INV-20241123-3188,Disinfectant Spray,PRD0037,Cosmetics,CAT002,2562.94,1,2562.94,139.39,2423.55,147.63,2275.92,140.65,2024,11,23,2135.27,1458.23,Nagad,,ENT-20241123-00624
PO-202411-1849,2024-11-23,VND005,Yello Energy Co.,INV-20241123-3896,Hat,PRD0019,Accessories,CAT003,2689.37,25,67234.25,14447.47,52786.78,4556.48,48230.3,6561.07,2024,11,23,41669.23,18335.59,Cash,,ENT-20241123-01849
PO-202411-0273,2024-11-22,VND002,Kazi Tea IND Ltd.,INV-20241122-5582,Women's Top,PRD0005,Fashion Apparel,CAT001,1158.71,49,56776.79,1502.54,55274.25,285.59,54988.66,1652.07,2024,11,22,53336.59,6207.34,Nagad,,ENT-20241122-00273
PO-202411-1551,2024-11-22,VND006,Sun Corporation Ltd.,INV-20241122-6508,Shampoo,PRD0007,Hygiene Products,CAT004,3068.26,40,122730.4,7753.37,114977.03,1434.72,113542.31,9849.27,2024,11,22,103693.04,20111.7,Bkash,,ENT-20241122-01551
PO-202411-0178,2024-11-21,VND001,Creative Corporation,INV-20241121-9886,Men T-Shirt,PRD0026,Fashion Apparel,CAT001,4089.1,72,294415.2,34691.72,259723.48,11482.61,248240.87,14759.7,2024,11,21,233481.17,62401.5,Bank Transfer,Dutch Bangla Bank,ENT-20241121-00178
PO-202411-0981,2024-11-21,VND004,Organic Solutions,INV-20241121-8138,Body Wash,PRD0058,Hygiene Products,CAT004,4362.68,80,349014.4,50179.68,298834.72,12803.93,286030.79,20952.83,2024,11,21,265077.96,157413.35,Nagad,,ENT-20241121-00981
PO-202411-0960,2024-11-21,VND003,Shanti Enterprises,INV-20241121-3842,Face Scrub,PRD0062,Hygiene Products,CAT004,3635.61,70,254492.7,52133.52,202359.18,12545.68,189813.5,27660.22,2024,11,21,162153.28,68213.86,Bank Transfer,Bkash,ENT-20241121-00960
PO-202411-0957,2024-11-21,VND004,Organic Solutions,INV-20241121-2944,Kids Dress,PRD0067,Fashion Apparel,CAT001,4729.05,25,118226.25,4297.87,113928.38,4367.39,109560.99,9951.43,2024,11,21,99609.56,59209.83,Bkash,,ENT-20241121-00957
PO-202411-0578,2024-11-20,VND004,Organic Solutions,INV-20241120-5771,Condom,PRD0009,Hygiene Products,CAT004,1959.58,51,99938.58,7272.0,92666.58,3803.95,88862.63,1103.1,2024,11,20,87759.53,44502.27,Nagad,,ENT-20241120-00578
PO-202411-1688,2024-11-20,VND006,Sun Corporation Ltd.,INV-20241120-4504,Hair Gel,PRD0077,Hygiene Products,CAT004,65.99,57,3761.43,359.5,3401.93,195.42,3206.51,347.07,2024,11,20,2859.44,1345.77,Nagad,,ENT-20241120-01688
PO-202411-0873,2024-11-20,VND006,Sun Corporation Ltd.,INV-20241120-5702,Wallet,PRD0051,Accessories,CAT003,1482.06,3,4446.18,425.18,4021.0,313.61,3707.39,137.19,2024,11,20,3570.2,82.95,Cheque,Bkash,ENT-20241120-00873
PO-202411-0431,2024-11-20,VND002,Kazi Tea IND Ltd.,INV-20241120-1694,Jewelry Set,PRD0044,Accessories,CAT003,3420.09,17,58141.53,15136.02,43005.51,1754.17,41251.34,1058.75,2024,11,20,40192.59,8823.63,Nagad,,ENT-20241120-00431
PO-202411-0010,2024-11-20,VND004,Organic Solutions,INV-20241120-5883,Men Jeans,PRD0078,Fashion Apparel,CAT001,752.65,36,27095.4,3057.71,24037.69,197.72,23839.97,1876.09,2024,11,20,21963.88,17536.88,Cheque,BRAC Bank,ENT-20241120-00010
PO-202411-0200,2024-11-20,VND005,Yello Energy Co.,INV-20241120-9877,Men Shirt,PRD0010,Fashion Apparel,CAT001,4000.97,69,276066.93,80258.65,195808.28,17704.93,178103.35,11914.24,2024,11,20,166189.11,129689.16,Cheque,City Bank,ENT-20241120-00200
PO-202411-1309,2024-11-18,VND001,Creative Corporation,INV-20241118-7671,Makeup Kit,PRD0056,Cosmetics,CAT002,3976.23,48,190859.04,25513.33,165345.71,5873.91,159471.8,10285.03,2024,11,18,149186.77,12977.21,Cheque,Sonali Bank,ENT-20241118-01309
PO-202411-0039,2024-11-18,VND003,Shanti Enterprises,INV-20241118-3292,Shampoo,PRD0007,Hygiene Products,CAT004,392.67,23,9031.41,2400.45,6630.96,239.34,6391.62,665.41,2024,11,18,5726.21,564.32,Nagad,,ENT-20241118-00039
PO-202411-1958,2024-11-18,VND006,Sun Corporation Ltd.,INV-20241118-8340,Makeup Remover,PRD0032,Cosmetics,CAT002,1256.46,1,1256.46,184.99,1071.47,42.8,1028.67,117.31,2024,11,18,911.36,860.51,Cash,,ENT-20241118-01958
PO-202411-1825,2024-11-18,VND007,Style Mart Brand,INV-20241118-4711,Perfume,PRD0014,Cosmetics,CAT002,1395.73,78,108866.94,12805.1,96061.84,6847.01,89214.83,611.68,2024,11,18,88603.15,34392.47,Nagad,,ENT-20241118-01825
PO-202411-0794,2024-11-16,VND007,Style Mart Brand,INV-20241116-9688,Diapers,PRD0024,Hygiene Products,CAT004,1460.46,93,135822.78,5971.7,129851.08,10731.0,119120.08,13711.44,2024,11,16,105408.64,46.41,Cash,,ENT-20241116-00794
PO-202411-0744,2024-11-15,VND005,Yello Energy Co.,INV-20241115-2491,Beard Oil,PRD0049,Cosmetics,CAT002,1135.76,96,109032.96,3210.72,105822.24,9106.3,96715.94,5659.6,2024,11,15,91056.34,79568.87,Bkash,,ENT-20241115-00744
PO-202411-1528,2024-11-15,VND002,Kazi Tea IND Ltd.,INV-20241115-8224,Body Scrub,PRD0047,Hygiene Products,CAT004,2141.6,40,85664.0,2640.43,83023.57,4736.39,78287.18,8502.8,2024,11,15,69784.38,11376.19,Cash,,ENT-20241115-01528
PO-202411-1880,2024-11-14,VND005,Yello Energy Co.,INV-20241114-3096,Toothbrush,PRD0017,Hygiene Products,CAT004,1475.87,51,75269.37,2778.69,72490.68,5654.37,66836.31,3293.62,2024,11,14,63542.69,53004.22,Bkash,,ENT-20241114-01880
PO-202411-1096,2024-11-14,VND005,Yello Energy Co.,INV-20241114-8747,Footwear,PRD0065,Hygiene Products,CAT004,2995.68,35,104848.8,15016.39,89832.41,115.13,89717.28,11897.36,2024,11,14,77819.92,51268.61,Cheque,Rupali Bank,ENT-20241114-01096
PO-202411-0626,2024-11-14,VND006,Sun Corporation Ltd.,INV-20241114-3877,Men's Innerwear,PRD0015,Fashion Apparel,CAT001,2535.23,96,243382.08,11507.98,231874.1,6447.33,225426.77,18947.13,2024,11,14,206479.64,164722.2,Bkash,,ENT-20241114-00626
PO-202411-0619,2024-11-13,VND004,Organic Solutions,INV-20241113-8967,Perfume,PRD0014,Cosmetics,CAT002,3230.77,21,67846.17,935.39,66910.78,2817.74,64093.04,5157.58,2024,11,13,58935.46,35441.45,Cash,,ENT-20241113-00619
PO-202411-0619,2024-11-13,VND004,Organic Solutions,INV-20241113-8967,Perfume,PRD0014,Cosmetics,CAT002,2933.25,65,190661.25,19066.12,171595.13,8579.76,163015.37,8150.77,2024,11,13,154864.6,27150.34,Cash,,ENT-20241113-00619
PO-202411-1636,2024-11-12,VND005,Yello Energy Co.,INV-20241112-9496,Hair Gel,PRD0077,Hygiene Products,CAT004,920.92,3,2762.76,387.92,2374.84,117.41,2257.43,154.72,2024,11,12,2102.71,1034.65,Cash,,ENT-20241112-01636
PO-202411-1903,2024-11-11,VND002,Kazi Tea IND Ltd.,INV-20241111-7897,Women's Skirt,PRD0046,Fashion Apparel,CAT001,4370.14,63,275318.82,22195.96,253122.86,3380.14,249742.72,2287.21,2024,11,11,247455.51,9176.92,Cheque,BRAC Bank,ENT-20241111-01903
PO-202411-1396,2024-11-11,VND005,Yello Energy Co.,INV-20241111-9587,Makeup Remover,PRD0032,Cosmetics,CAT002,1291.32,45,58109.4,16916.88,41192.52,968.36,40224.16,360.41,2024,11,11,39863.75,32682.31,Bank Transfer,Nagad,ENT-20241111-01396
PO-202411-0469,2024-11-11,VND006,Sun Corporation Ltd.,INV-20241111-4993,Disinfectant Spray,PRD0037,Cosmetics,CAT002,1485.38,84,124771.92,14903.91,109868.01,8917.05,100950.96,14550.44,2024,11,11,86400.52,16789.64,Cheque,Sonali Bank,ENT-20241111-00469
PO-202411-0585,2024-11-11,VND007,Style Mart Brand,INV-20241111-1181,Makeup Kit,PRD0056,Cosmetics,CAT002,2075.32,52,107916.64,25487.2,82429.44,2404.87,80024.57,146.44,2024,11,11,79878.13,6656.88,Cash,,ENT-20241111-00585
PO-202411-1881,2024-11-11,VND007,Style Mart Brand,INV-20241111-3231,Hair Spray,PRD0071,Cosmetics,CAT002,2110.56,18,37990.08,3332.11,34657.97,687.96,33970.01,4216.36,2024,11,11,29753.65,514.09,Bkash,,ENT-20241111-01881
PO-202411-0344,2024-11-09,VND001,Creative Corporation,INV-20241109-3322,Gloves,PRD0023,Hygiene Products,CAT004,4194.8,79,331389.2,18718.8,312670.4,17974.55,294695.85,11397.72,2024,11,9,283298.13,93192.76,Cash,,ENT-20241109-00344
PO-202411-0534,2024-11-09,VND004,Organic Solutions,INV-20241109-7014,Men Jeans,PRD0078,Fashion Apparel,CAT001,2274.47,4,9097.88,2362.1,6735.78,53.27,6682.51,428.2,2024,11,9,6254.31,4413.21,Bank Transfer,BRAC Bank,ENT-20241109-00534
PO-202411-0333,2024-11-09,VND001,Creative Corporation,INV-20241109-4164,Sunscreen,PRD0068,Hygiene Products,CAT004,2788.97,6,16733.82,3232.47,13501.35,492.66,13008.69,171.3,2024,11,9,12837.39,10921.26,Nagad,,ENT-20241109-00333
PO-202411-0640,2024-11-09,VND001,Creative Corporation,INV-20241109-1785,Nail Polish,PRD0055,Cosmetics,CAT002,2470.53,98,242111.94,23992.61,218119.33,9507.28,208612.05,21490.91,2024,11,9,187121.14,28023.58,Bank Transfer,Nagad,ENT-20241109-00640
PO-202411-1909,2024-11-08,VND003,Shanti Enterprises,INV-20241108-4998,Men Shirt,PRD0010,Fashion Apparel,CAT001,273.3,10,2733.0,147.79,2585.21,90.87,2494.34,33.79,2024,11,8,2460.55,948.89,Cash,,ENT-20241108-01909
PO-202411-0151,2024-11-08,VND004,Organic Solutions,INV-20241108-7366,Watch,PRD0043,Accessories,CAT003,1213.79,14,16993.06,1461.8,15531.26,880.0,14651.26,801.57,2024,11,8,13849.69,6834.08,Bank Transfer,Nagad,ENT-20241108-00151
PO-202411-1025,2024-11-08,VND005,Yello Energy Co.,INV-20241108-1805,Wallet,PRD0051,Accessories,CAT003,1644.28,61,100301.08,20759.95,79541.13,6506.82,73034.31,9022.22,2024,11,8,64012.09,31891.26,Nagad,,ENT-20241108-01025
PO-202411-0040,2024-11-07,VND002,Kazi Tea IND Ltd.,INV-20241107-5704,Personal Toys,PRD0040,Hygiene Products,CAT004,3384.91,84,284332.44,27893.49,256438.95,17306.74,239132.21,11343.83,2024,11,7,227788.38,2137.43,Bank Transfer,Janata Bank,ENT-20241107-00040
PO-202411-0945,2024-11-07,VND001,Creative Corporation,INV-20241107-4042,Hat,PRD0019,Accessories,CAT003,477.81,29,13856.49,3067.9,10788.59,276.57,10512.02,1483.85,2024,11,7,9028.17,3713.04,Cheque,City Bank,ENT-20241107-00945
PO-202411-0760,2024-11-07,VND003,Shanti Enterprises,INV-20241107-6826,Watch,PRD0043,Accessories,CAT003,2210.83,9,19897.47,3947.42,15950.05,706.7,15243.35,1699.37,2024,11,7,13543.98,11529.64,Nagad,,ENT-20241107-00760
PO-202411-0361,2024-11-07,VND003,Shanti Enterprises,INV-20241107-3266,Disinfectant Spray,PRD0037,Cosmetics,CAT002,3615.18,78,281984.04,30475.61,251508.43,21122.57,230385.86,21376.95,2024,11,7,209008.91,111681.83,Bkash,,ENT-20241107-00361
PO-202411-1087,2024-11-07,VND002,Kazi Tea IND Ltd.,INV-20241107-9362,Sunglasses,PRD0027,Accessories,CAT003,4939.65,67,330956.55,3758.66,327197.89,12312.72,314885.17,18334.86,2024,11,7,296550.31,178250.79,Bkash,,ENT-20241107-01087
PO-202411-1316,2024-11-07,VND002,Kazi Tea IND Ltd.,INV-20241107-7936,Women's Saree,PRD0072,Fashion Apparel,CAT001,2693.91,50,134695.5,12330.32,122365.18,4852.25,117512.93,1644.03,2024,11,7,115868.9,6215.6,Bank Transfer,Dutch Bangla Bank,ENT-20241107-01316
PO-202411-0073,2024-11-07,VND001,Creative Corporation,INV-20241107-3691,Men's Nightwear,PRD0048,Fashion Apparel,CAT001,2890.32,84,242786.88,23741.01,219045.87,12239.31,206806.56,6747.3,2024,11,7,200059.26,53976.79,Bkash,,ENT-20241107-00073
PO-202411-1154,2024-11-07,VND004,Organic Solutions,INV-20241107-8166,Umbrella,PRD0060,Accessories,CAT003,4373.19,17,74344.23,5727.59,68616.64,659.15,67957.49,4019.22,2024,11,7,63938.27,12467.74,Cash,,ENT-20241107-01154
PO-202411-0764,2024-11-06,VND003,Shanti Enterprises,INV-20241106-7536,Face Scrub,PRD0062,Hygiene Products,CAT004,2061.31,11,22674.41,4181.63,18492.78,587.01,17905.77,986.69,2024,11,6,16919.08,15486.52,Cheque,BRAC Bank,ENT-20241106-00764
PO-202411-1477,2024-11-06,VND007,Style Mart Brand,INV-20241106-8658,Hair Mask,PRD0021,Cosmetics,CAT002,544.43,93,50631.99,360.25,50271.74,4057.97,46213.77,631.16,2024,11,6,45582.61,22675.4,Cash,,ENT-20241106-01477
PO-202411-0131,2024-11-06,VND003,Shanti Enterprises,INV-20241106-1684,Men Jeans,PRD0078,Fashion Apparel,CAT001,3002.49,62,186154.38,26684.59,159469.79,6317.04,153152.75,4758.25,2024,11,6,148394.5,118939.62,Cheque,Bkash,ENT-20241106-00131
PO-202411-1439,2024-11-06,VND006,Sun Corporation Ltd.,INV-20241106-3274,Hair Color,PRD0052,Hygiene Products,CAT004,1760.52,94,165488.88,22793.72,142695.16,13172.16,129523.0,10771.19,2024,11,6,118751.81,113024.11,Bkash,,ENT-20241106-01439
PO-202411-1447,2024-11-05,VND006,Sun Corporation Ltd.,INV-20241105-8449,Toothbrush,PRD0017,Hygiene Products,CAT004,701.32,21,14727.72,2089.44,12638.28,931.52,11706.76,1272.64,2024,11,5,10434.12,8044.26,Nagad,,ENT-20241105-01447
PO-202411-1095,2024-11-05,VND002,Kazi Tea IND Ltd.,INV-20241105-1163,Underarm Whitening Cream,PRD0050,Cosmetics,CAT002,1758.29,54,94947.66,21152.29,73795.37,4943.79,68851.58,5760.94,2024,11,5,63090.64,7781.74,Bkash,,ENT-20241105-01095
PO-202411-1946,2024-11-04,VND007,Style Mart Brand,INV-20241104-5286,Face Cream,PRD0034,Cosmetics,CAT002,4683.04,90,421473.6,113728.84,307744.76,3723.34,304021.42,33960.04,2024,11,4,270061.38,117516.84,Bkash,,ENT-20241104-01946
PO-202411-1964,2024-11-04,VND005,Yello Energy Co.,INV-20241104-9806,Personal Toys,PRD0040,Hygiene Products,CAT004,2183.47,2,4366.94,49.21,4317.73,32.93,4284.8,602.73,2024,11,4,3682.07,802.57,Cheque,Bkash,ENT-20241104-01964
PO-202411-0220,2024-11-04,VND003,Shanti Enterprises,INV-20241104-1293,Disinfectant Spray,PRD0037,Cosmetics,CAT002,1771.17,55,97414.35,14275.09,83139.26,1945.17,81194.09,5662.17,2024,11,4,75531.92,32370.4,Bank Transfer,Rupali Bank,ENT-20241104-00220
PO-202411-1156,2024-11-02,VND002,Kazi Tea IND Ltd.,INV-20241102-8345,Hair Straightener,PRD0073,Hygiene Products,CAT004,1826.54,42,76714.68,11334.02,65380.66,5864.27,59516.39,5161.75,2024,11,2,54354.64,29808.61,Bank Transfer,Janata Bank,ENT-20241102-01156
PO-202411-0016,2024-11-02,VND001,Creative Corporation,INV-20241102-9719,Footwear,PRD0065,Hygiene Products,CAT004,1491.97,72,107421.84,22554.01,84867.83,168.5,84699.33,8761.41,2024,11,2,75937.92,50885.61,Cheque,Sonali Bank,ENT-20241102-00016
PO-202411-1490,2024-11-02,VND005,Yello Energy Co.,INV-20241102-7109,Scarf,PRD0076,Accessories,CAT003,663.16,63,41779.08,11291.43,30487.65,2523.85,27963.8,2128.16,2024,11,2,25835.64,1728.16,Bank Transfer,BRAC Bank,ENT-20241102-01490
PO-202411-1963,2024-11-02,VND003,Shanti Enterprises,INV-20241102-6622,Lipstick,PRD0061,Cosmetics,CAT002,4410.22,45,198459.9,14294.41,184165.49,14832.01,169333.48,3843.07,2024,11,2,165490.41,108781.54,Cheque,Bkash,ENT-20241102-01963
PO-202411-0418,2024-11-02,VND005,Yello Energy Co.,INV-20241102-2454,Hair Straightener,PRD0073,Hygiene Products,CAT004,3119.82,72,224627.04,60437.86,164189.18,7929.17,156260.01,14211.33,2024,11,2,142048.68,27791.59,Bank Transfer,City Bank,ENT-20241102-00418
PO-202411-0378,2024-11-01,VND002,Kazi Tea IND Ltd.,INV-20241101-6521,Face Toner,PRD0033,Hygiene Products,CAT004,4048.09,79,319799.11,73151.68,246647.43,12663.99,233983.44,33874.14,2024,11,1,200109.3,182978.65,Cash,,ENT-20241101-00378
PO-202411-0620,2024-11-01,VND002,Kazi Tea IND Ltd.,INV-20241101-3629,Face Toner,PRD0033,Hygiene Products,CAT004,4339.39,76,329793.64,11555.88,318237.76,20944.51,297293.25,42737.44,2024,11,1,254555.81,103085.63,Cash,,ENT-20241101-00620
PO-202410-0041,2024-10-31,VND004,Organic Solutions,INV-20241031-9117,Men's Innerwear,PRD0015,Fashion Apparel,CAT001,1344.1,14,18817.4,2351.67,16465.73,965.37,15500.36,1901.12,2024,10,31,13599.24,95.83,Nagad,,ENT-20241031-00041
PO-202410-1404,2024-10-31,VND005,Yello Energy Co.,INV-20241031-9430,Body Wash,PRD0058,Hygiene Products,CAT004,2056.86,83,170719.38,23185.04,147534.34,7408.32,140126.02,12348.29,2024,10,31,127777.73,1686.16,Bkash,,ENT-20241031-01404
PO-202410-1989,2024-10-31,VND001,Creative Corporation,INV-20241031-1328,Face Toner,PRD0033,Hygiene Products,CAT004,4212.82,67,282258.94,30817.74,251441.2,2397.08,249044.12,7431.45,2024,10,31,241612.67,168644.95,Bank Transfer,Rupali Bank,ENT-20241031-01989
PO-202410-0840,2024-10-31,VND003,Shanti Enterprises,INV-20241031-3611,Hat,PRD0019,Accessories,CAT003,849.14,44,37362.16,9345.6,28016.56,2498.96,25517.6,1239.38,2024,10,31,24278.22,7311.46,Bkash,,ENT-20241031-00840
PO-202410-0246,2024-10-31,VND002,Kazi Tea IND Ltd.,INV-20241031-1598,Foot Care Cream,PRD0041,Cosmetics,CAT002,4489.75,58,260405.5,70051.73,190353.77,17889.34,172464.43,20880.75,2024,10,31,151583.68,45102.66,Cash,,ENT-20241031-00246
PO-202410-1456,2024-10-31,VND003,Shanti Enterprises,INV-20241031-8925,Hand Sanitizer,PRD0004,Hygiene Products,CAT004,3502.6,56,196145.6,32681.71,163463.89,5680.01,157783.88,8740.22,2024,10,31,149043.66,1722.07,Bank Transfer,BRAC Bank,ENT-20241031-01456
PO-202410-0062,2024-10-30,VND001,Creative Corporation,INV-20241030-2557,Men Shirt,PRD0010,Fashion Apparel,CAT001,3471.04,34,118015.36,4298.0,113717.36,11114.94,102602.42,2047.84,2024,10,30,100554.58,71166.63,Nagad,,ENT-20241030-00062
PO-202410-0818,2024-10-30,VND002,Kazi Tea IND Ltd.,INV-20241030-4425,Belt,PRD0002,Accessories,CAT003,1443.25,57,82265.25,4012.17,78253.08,1643.7,76609.38,10440.26,2024,10,30,66169.12,57879.18,Cheque,Nagad,ENT-20241030-00818
PO-202410-1272,2024-10-30,VND006,Sun Corporation Ltd.,INV-20241030-5374,Scarf,PRD0076,Accessories,CAT003,4125.81,31,127900.11,37845.18,90054.93,864.07,89190.86,4458.66,2024,10,30,84732.2,34059.36,Bank Transfer,BRAC Bank,ENT-20241030-01272
PO-202410-0414,2024-10-30,VND005,Yello Energy Co.,INV-20241030-5225,Men T-Shirt,PRD0026,Fashion Apparel,CAT001,4140.65,12,49687.8,4031.14,45656.66,921.33,44735.33,4082.43,2024,10,30,40652.9,4123.46,Cash,,ENT-20241030-00414
PO-202410-0293,2024-10-29,VND003,Shanti Enterprises,INV-20241029-6049,Personal Toys,PRD0040,Hygiene Products,CAT004,4745.88,62,294244.56,81394.37,212850.19,12851.62,199998.57,23071.3,2024,10,29,176927.27,85113.19,Bank Transfer,Janata Bank,ENT-20241029-00293
PO-202410-1704,2024-10-28,VND003,Shanti Enterprises,INV-20241028-5725,Hair Removal Cream,PRD0018,Cosmetics,CAT002,1125.89,16,18014.24,2.84,18011.4,178.26,17833.14,91.55,2024,10,28,17741.59,15427.11,Cheque,BRAC Bank,ENT-20241028-01704
PO-202410-1226,2024-10-28,VND003,Shanti Enterprises,INV-20241028-6140,Disinfectant Spray,PRD0037,Cosmetics,CAT002,1199.24,94,112728.56,2142.72,110585.84,5790.75,104795.09,11835.13,2024,10,28,92959.96,46776.77,Cheque,Janata Bank,ENT-20241028-01226
PO-202410-0329,2024-10-28,VND006,Sun Corporation Ltd.,INV-20241028-6637,Compact Powder,PRD0042,Cosmetics,CAT002,1050.12,46,48305.52,902.89,47402.63,2703.66,44698.97,229.61,2024,10,28,44469.36,16152.56,Cash,,ENT-20241028-00329
PO-202410-0956,2024-10-27,VND005,Yello Energy Co.,INV-20241027-1518,Hair Color,PRD0052,Hygiene Products,CAT004,1900.07,92,174806.44,15489.51,159316.93,14286.42,145030.51,16763.89,2024,10,27,128266.62,107532.48,Bank Transfer,BRAC Bank,ENT-20241027-00956
PO-202410-1793,2024-10-27,VND003,Shanti Enterprises,INV-20241027-4801,Scarf,PRD0076,Accessories,CAT003,4286.91,64,274362.24,42034.12,232328.12,3761.35,228566.77,21591.57,2024,10,27,206975.2,43337.51,Bkash,,ENT-20241027-01793
PO-202410-0988,2024-10-27,VND003,Shanti Enterprises,INV-20241027-7905,Body Wash,PRD0058,Hygiene Products,CAT004,1040.17,39,40566.63,1054.95,39511.68,1544.59,37967.09,5437.28,2024,10,27,32529.81,16159.26,Bkash,,ENT-20241027-00988
PO-202410-0653,2024-10-26,VND006,Sun Corporation Ltd.,INV-20241026-5258,Kids Dress,PRD0067,Fashion Apparel,CAT001,1020.05,38,38761.9,11215.96,27545.94,37.35,27508.59,3116.86,2024,10,26,24391.73,22767.65,Bkash,,ENT-20241026-00653
